,site,x_cart,y_cart,theta_polr,r_polr,dist_center,keep_this_site,mm_site
350,351,-10.26259946949602,1.97596153846154,-0.19021236090284724,10.451094290684555,13.31523598517773,True,38
351,352,-9.26259946949602,1.97596153846154,-0.21017642383197904,9.471017523676496,13.326776756457823,True,58
352,353,-8.26259946949602,1.97596153846154,-0.23473664034039096,8.495585559265189,13.342501072068089,True,80
353,354,-7.2625994694960205,1.97596153846154,-0.26564352407849523,7.52660448381627,13.36465189058473,True,104
354,355,-6.2625994694960205,1.97596153846154,-0.3056318039110389,6.566930494288114,13.397147188009281,True,130
355,356,-5.2625994694960205,1.97596153846154,-0.35918487898737883,5.621332331202194,13.447249554101928,True,157
356,357,-4.2625994694960205,1.97596153846154,-0.43407127799154227,4.698316532421698,13.52934509501148,True,185
357,358,-3.2625994694960205,1.97596153846154,-0.5445564206987838,3.814312428188731,13.673785376677065,True,214
358,359,-2.2625994694960205,1.97596153846154,-0.7178747363580937,3.003960778845651,13.945256751236844,True,243
359,360,-1.2625994694960205,1.97596153846154,-1.0022072364558958,2.344905418529909,14.442690120649731,True,272
360,361,-0.26259946949602053,1.97596153846154,-1.4386734766041627,1.9933345135372758,14.987244380286462,True,301
361,362,0.7374005305039795,1.97596153846154,1.2136172500872935,2.109071725633542,14.770485372367192,True,331
362,363,1.7374005305039795,1.97596153846154,0.8495539367655347,2.631156514705046,14.174195977447987,True,361
363,364,2.7374005305039795,1.97596153846154,0.6252329187751012,3.3760606727194293,13.794386077118876,True,390
364,365,3.7374005305039795,1.97596153846154,0.4863426785038284,4.227598222027576,13.594424300999737,True,419
365,366,4.7374005305039795,1.97596153846154,0.3951588151518412,5.132970659169861,13.484987528177061,True,448
366,367,5.7374005305039795,1.97596153846154,0.3316773945347643,6.06812894135471,13.42058902127528,True,476
367,368,6.7374005305039795,1.97596153846154,0.28528259547153134,7.021181518086155,13.380076095897975,True,502
368,369,7.7374005305039795,1.97596153846154,0.25003382959973014,7.98572419827548,13.353137716307794,True,527
369,370,8.73740053050398,1.97596153846154,0.22240858566920524,8.95804621733615,13.33439876665294,True,551
370,371,9.73740053050398,1.97596153846154,0.20020642551923495,9.93586398321447,13.320873485890738,True,573
371,372,10.73740053050398,1.97596153846154,0.18198989462661355,10.917700955510114,13.31080887576265,True,592
372,373,11.73740053050398,1.97596153846154,0.16678359452113448,11.902562548247936,13.30312580281219,True,607
373,374,12.73740053050398,1.97596153846154,0.15390390650953173,12.88975547774132,13.297132563277827,True,619
374,375,-12.26259946949602,2.97596153846154,-0.2380831656584931,12.618545590823311,13.34477300676535,True,9
375,376,-11.26259946949602,2.97596153846154,-0.2583298433972381,11.649141336969624,13.35917444665767,True,22
376,377,-10.26259946949602,2.97596153846154,-0.28224013687301625,10.685377623168138,13.377618655419521,True,39
377,378,-9.26259946949602,2.97596153846154,-0.31087081641932257,9.728930877065082,13.40171977465282,True,59
378,379,-8.26259946949602,2.97596153846154,-0.3457083272859911,8.78219204252095,13.433946461238552,True,81
379,380,-7.2625994694960205,2.97596153846154,-0.3888963238878433,7.848674928465712,13.478188347284378,True,105
380,381,-6.2625994694960205,2.97596153846154,-0.44360815422607697,6.933721886096544,13.540759141317093,True,131
381,382,-5.2625994694960205,2.97596153846154,-0.5146599328956445,6.045767135338755,13.6321630722226,True,158
382,383,-4.2625994694960205,2.97596153846154,-0.6094876461054101,5.198663416278277,13.769970263782126,True,186
383,384,-3.2625994694960205,2.97596153846154,-0.7394842926416828,4.415982606029839,13.981933453808233,True,215
384,385,-2.2625994694960205,2.97596153846154,-0.9207408718702011,3.7384092121871904,14.300433525508312,True,244
385,386,-1.2625994694960205,2.97596153846154,-1.1695474993783184,3.232724005969889,14.709597485588574,True,273
386,387,-0.26259946949602053,2.97596153846154,-1.482784075900414,2.9875249889803377,15.007624977625678,True,302
387,388,0.7374005305039795,2.97596153846154,1.327902851853987,3.0659593312354825,14.902440882507628,True,332
388,389,1.7374005305039795,2.97596153846154,1.042365195602784,3.445998793063904,14.510698788760505,True,362
389,390,2.7374005305039795,2.97596153846154,0.827128848116344,4.043477308308511,14.134521090943,True,391
390,391,3.7374005305039795,2.97596153846154,0.6724594001504144,4.777500371932357,13.869872968792492,True,420
391,392,4.7374005305039795,2.97596153846154,0.5608860092467584,5.5945787030679766,13.697254732284827,True,449
392,393,5.7374005305039795,2.97596153846154,0.4784915861600456,6.463289559181897,13.584262820395347,True,477
393,394,6.7374005305039795,2.97596153846154,0.4159366682227418,7.365386139696796,13.508225273913801,True,503
394,395,7.7374005305039795,2.97596153846154,0.3671781411244157,8.289976721791541,13.455356740717605,True,528
395,396,8.73740053050398,2.97596153846154,0.3282765348047276,9.230304172065708,13.417427800136313,True,552
396,397,9.73740053050398,2.97596153846154,0.2966063638290793,10.182009436739959,13.389439861063513,True,574
397,398,10.73740053050398,2.97596153846154,0.2703718168913653,11.14217740079871,13.368270304751121,True,593
398,399,11.73740053050398,2.97596153846154,0.24831252647214994,12.10879508010097,13.35190875161462,True,608
399,400,12.73740053050398,2.97596153846154,0.22952239449739564,13.080432689818997,13.339022785552448,True,620
400,401,-12.26259946949602,3.97596153846154,-0.3135396500916443,12.891067291136508,13.404076876789308,True,10
401,402,-11.26259946949602,3.97596153846154,-0.33936575833177185,11.943802450041506,13.427845698202463,True,23
402,403,-10.26259946949602,3.97596153846154,-0.36961687061500276,11.005871979385617,13.457862125623818,True,40
403,404,-9.26259946949602,3.97596153846154,-0.4054640749238994,10.079881898496302,13.496383169162478,True,60
404,405,-8.26259946949602,3.97596153846154,-0.448494680741588,9.169450373312534,13.546688398067419,True,82
405,406,-7.2625994694960205,3.97596153846154,-0.5008887811622751,8.279711420674596,13.613599878801468,True,106
406,407,-6.2625994694960205,3.97596153846154,-0.5656682272408606,7.418114468694676,13.70422268432154,True,132
407,408,-5.2625994694960205,3.97596153846154,-0.6470200084324026,6.5956973347528045,13.82880799111903,True,159
408,409,-4.2625994694960205,3.97596153846154,-0.7506199592504972,5.829067197474499,14.001008684930376,True,187
